Name,Parents,Genetics,THC,CBD,Smell & flavour,Effect
Super Skunk,Skunk 1 x Afghani,Indica-dominant (80%),Medium,Unknown,"['Pungent', 'Skunk', 'Spicy']","['Happy', 'Body-buzz', 'Relaxed', 'Calming']"
Super Sour Skunk,East Coast Sour Diesel x Super Skunk,Sativa-dominant,15%,Unknown,"['Sour', 'Skunk', 'Citrus']","['Sociable', 'Talkative', 'Happy']"
Supercheese,Cheese,Indica/sativa,Medium,Unknown,"['Pungent', 'Cheese', 'Skunk']","['Body-buzz', 'Relaxed', 'Happy', 'Balanced', 'Euphoric']"
Superglue,Afghani x Northern Lights,Indica-dominant (60%),18-19%,Unknown,"['Earthy', 'Woody', 'Pine', 'Caramel']","['Happy', 'Body-buzz', 'Relaxed', 'Sociable']"
Supreme CBD Durban,Durban Poison x CBD strain,Sativa-dominant (70%),8%,8%,"['Spicy', 'Sweet', 'Anise']","['Uplifting', 'Relaxed', 'Sociable', 'Motivated']"
Supreme CBD Kush,CBD strainxG13 x OG Kush,Indica/sativa,9.50%,9.50%,"['Earthy', 'Citrus', 'Pine']","['Calming', 'Uplifting', 'Relaxed', 'Happy']"
Swazi Gold,Swaziland,Sativa (90-100%),High,Unknown,"['Earthy', 'Sweet']","['Uplifting', 'Euphoric', 'Energetic']"
Sweet 'N Sour Indoor,Mexican Haze x Hawaiian sativaxPrincess x Skunk 1,Sativa-dominant (80%),Medium,Unknown,"['Sweet', 'Fruity', 'Sour']","['Euphoric', 'Uplifting', 'Motivated', 'Cerebral']"
Sweet Amnesia Haze,Amnesia Haze,Sativa-dominant (70%),16-22%,0.10%,"['Pine', 'Sweet', 'Citrus', 'Woody']","['Talkative', 'Happy', 'Uplifting', 'Sociable']"
Sweet Black Angel,Black Domina x Super Silver Haze,Indica-dominant (80%),18%,Unknown,"['Sweet', 'Blueberry', 'Musky']","['Cerebral', 'Happy', 'Narcotic', 'Relaxed']"
Sweet Bubble,Power Plant x Santa Maria,Sativa-dominant (60%),19%,Unknown,"['Sweet', 'Caramel']","['Euphoric', 'Uplifting', 'Alert']"
Sweet Candy,Maple Leaf Indica x White Rhino x Blue Black,Indica-dominant (70%),17%,Low,"['Sweet', 'Fruity']","['Euphoric', 'Relaxed', 'Couch-lock', 'Strong']"
Sweet Cheese,Black Jack x Cheese,Sativa-dominant (70%),15-20%,1.40%,"['Pungent', 'Spicy', 'Cheese', 'Sweet']","['Relaxed', 'Energetic', 'Uplifting', 'Euphoric']"
Sweet Deep Grapefruit,Blueberry x Grapefruit,Indica-dominant (80%),12-19%,Medium,"['Fruity', 'Sweet', 'Citrus']","['Relaxed', 'Happy', 'Sleepy', 'Munchies', 'Euphoric']"
Sweet Kush,South Africa x Hindu Kush,Indica-dominant,Medium,Unknown,"['Sweet', 'Earthy', 'Citrus', 'Pine']","['Giggly', 'Sociable', 'Relaxed', 'Happy']"
Sweet Lemon AK,Mexican x Afghani x Thai x Colombian,Sativa-dominant (60%),18%,Low,"['Pungent', 'Skunk', 'Earthy']","['Euphoric', 'Relaxed', 'Clear-headed']"
Sweet Love,Tropimango x Juanita la Lagrimosa,Sativa-dominant (60%),16%,11%,"['Sweet', 'Fresh', 'Tropical', 'Fruity']","['Calming', 'Sociable', 'Relaxed', 'Happy', 'Body-buzz']"
Sweet Moby,Haze x White Widow,Sativa-dominant,High,Low,"['Pine', 'Earthy']","['Couch-lock', 'Cerebral', 'Calming']"
Sweet Pure CBD,CBD strain x Diesel,Sativa-dominant (60%),0.4-1%,8-15%,"['Sweet', 'Cypress', 'Fruity']","['Clear-headed', 'Smooth', 'Relaxed']"
Sweet Purple,Thai x Dutch genetics,Indica/sativa (50/50),Medium,Unknown,"['Herbal', 'Spicy']","['Alert', 'Relaxed']"
Sweet Tai,Early Skunk x Super Tai,Sativa-dominant (70%),Medium,Unknown,"['Sweet', 'Spicy']","['Alert', 'Energetic', 'Cerebral']"
Sweet ZZ,Grape Ape x Grapefruit,Indica-dominant (80%),22%,Low,"['Candy', 'Grape', 'Berry', 'Sweet']","['Long-lasting', 'Body-buzz', 'Relaxed', 'Happy']"
Swiss Cheese,Skunk 1 x Swiss Miss,Indica-dominant,Medium,Unknown,"['Sweet', 'Cheese', 'Skunk']","['Couch-lock', 'Relaxed', 'Calming']"
T99,Northern Lights 5 x Haze x Big Buddha Cheese,Indica-dominant (80%),High,Unknown,"['Sweet', 'Spicy', 'Cheese']","['Happy', 'Sociable', 'Relaxed', 'Motivated', 'Uplifting', 'Energetic']"
Tahoe OG Kush,SFV OG Kush x OG Kush,Indica-dominant,Medium,Unknown,"['Diesel', 'Fruity', 'Lemon']","['Relaxed', 'Body-buzz', 'Long-lasting']"
Tangerine Dream,G13 x Afghani,Indica-dominant (70%),25%,1.80%,"['Spicy', 'Citrus', 'Sweet', 'Fruity']","['Uplifting', 'Euphoric', 'Trippy', 'Cerebral']"
Tangerine G13,Tangerine x G13,Indica-dominant (60%),Medium,Unknown,"['Sweet', 'Fruity', 'Citrus']","['Cerebral', 'Uplifting', 'Body-buzz', 'Motivated']"
Tangie Ghost Train,Ghost Train Haze 1 x Tangie,Sativa-dominant,High,Unknown,"['Sweet', 'Fruity', 'Sour', 'Tangerine']","['Happy', 'Strong', 'Euphoric', 'Uplifting']"
Tangie XXL Auto,Californian Orange x Skunk,Indica-dominant (70%) autoflowering,18%,Low,Tangerine,"['Relaxed', 'Creative']"
Tangilope,Tangie x Chocolope,Sativa-dominant (80%),Medium,Unknown,"['Chocolate', 'Citrus', 'Lemon']","['Trippy', 'Cerebral', 'Uplifting', 'Energetic']"
Tatanka Pure CBD,Elixir Vitae x Medical CBD,Indica-dominant (70%),Low,High,"['Candy', 'Pepper', 'Fruity']","['Clear-headed', 'Calming']"
Temple Haze,Nepal Hash Plant x Original Haze,Sativa-dominant (70%),High,Unknown,"['Sweet', 'Spicy', 'Citrus']","['Euphoric', 'Cerebral', 'Relaxed', 'Uplifting', 'Trippy']"
Thai Fantasy,Thai x Black Domina,Sativa-dominant (65%),Medium,Unknown,"['Sweet', 'Earthy']","['Uplifting', 'Energetic', 'Motivated', 'Cerebral', 'Relaxed']"
THC Bunker Buster,Afghani x Skunk x Northern Lights,Indica-dominant (80%),18%,Unknown,"['Spicy', 'Sweet']","['Calming', 'Relaxed', 'Couch-lock']"
The Bulldog Chronic,Super Skunk x The Church,Indica-dominant,Medium,Unknown,"['Spicy', 'Skunk', 'Sour']","['Relaxed', 'Sociable', 'Happy']"
The Bulldog Haze,Lemon Skunk x Super Silver Haze,Sativa-dominant (60%),High,Unknown,"['Sweet', 'Lemon', 'Citrus', 'Pine', 'Fresh']","['Sociable', 'Motivated', 'Alert', 'Uplifting', 'Relaxed', 'Euphoric']"
The Church,Super Skunk x Erdbeer x Northern Lights,Indica-dominant (60%),20%,0.16%,"['Skunk', 'Strawberry', 'Sweet']","['Sociable', 'Motivated', 'Uplifting', 'Relaxed']"
The Church CBD,The Church x CBD strain,Indica-dominant (60%),8-11%,8-11%,"['Sweet', 'Strawberry', 'Skunk']","['Sociable', 'Calming', 'Narcotic', 'Relaxed']"
The Cure,HazeAC x Afghan Skunk,Sativa-dominant,Medium,Unknown,"['Sweet', 'Fruity', 'Fresh']","['Cerebral', 'Uplifting', 'Energetic']"
The Dark Side,Haze Brothers x SFV OG Kush,Sativa-dominant (60%),Medium,Unknown,"['Earthy', 'Woody', 'Nutty']","['Cerebral', 'Balanced', 'Calming', 'Body-buzz', 'Relaxed']"
The Doctor,South Indian x Great White Shark x Super Skunk,Indica-dominant (70%),17%,0.21%,"['Skunk', 'Sweet']","['Narcotic', 'Calming', 'Relaxed']"
The Kali,Pakistani genetics x Afghani,Indica (90-100%),Medium,Unknown,"['Diesel', 'Lemon', 'Herbal']","['Euphoric', 'Narcotic', 'Relaxed', 'Happy', 'Couch-lock']"
The OG 18,OG Kush,Indica-dominant,High,Unknown,"['Citrus', 'Sour', 'Diesel']","['Relaxed', 'Uplifting', 'Happy']"
The OX,Stone Mountain x Bubba Kush,Indica-dominant,Medium,High,"['Berry', 'Spicy', 'Pine']","['Strong', 'Calming', 'Relaxed']"
The Stones,Haze x Skunk x Master Kush,Sativa-dominant,Medium,Unknown,"['Fresh', 'Earthy', 'Fruity']","['Uplifting', 'Euphoric', 'Cerebral']"
The Third Dimension,Apollo 13 x Jack The Ripper,Sativa-dominant (60%),16%,0.29%,"['Sweet', 'Pineapple', 'Tropical', 'Fruity']","['Calming', 'Talkative', 'Cerebral', 'Relaxed', 'Happy', 'Sociable']"
The Tombs,Iron Cindy x Blue Rhino 1947,Sativa-dominant,Medium,Unknown,"['Sweet', 'Fresh', 'Berry', 'Fruity']","['Euphoric', 'Creative', 'Cerebral']"
The True OG,OG Kush,Indica-dominant,25-27%,Unknown,"['Diesel', 'Pine', 'Citrus', 'Earthy', 'Spicy']","['Euphoric', 'Long-lasting', 'Relaxed', 'Body-buzz', 'Balanced']"
The Void,Querkle x Apollo 13,Sativa-dominant (60%),Medium,Unknown,"['Sweet', 'Grape', 'Sour', 'Pepper']","['Happy', 'Uplifting', 'Euphoric', 'Motivated']"
Thin Mint Girl Scout Cookies,Durban Poison x OG Kush,Indica/sativa (50/50),"['19-25%', 'High']",,"['Spicy', 'Fruity', 'Herbal', 'Mint', 'Sweet']","['Euphoric', 'Calming', 'Happy', 'Creative']"
Think Big,Think Different,Sativa-dominant autoflowering,Medium,Unknown,"['Citrus', 'Lemon', 'Herbal']","['Energetic', 'Sociable', 'Cerebral', 'Talkative', 'Uplifting']"
Think Fast,Power Plant x Think Different,Sativa-dominant,Medium,Unknown,"['Pine', 'Pungent', 'Earthy', 'Spicy']","['Energetic', 'Cerebral', 'Uplifting', 'Creative']"
Tijuana,Original Haze x Kali Mist,Sativa (90-100%),High,Unknown,"['Sweet', 'Pine', 'Citrus', 'Fruity']","['Uplifting', 'Cerebral', 'Energetic', 'Strong']"
Timewarp,Texada Timewarp x Romulan,Indica-dominant,16%,0.80%,"['Sweet', 'Lemon', 'Fruity', 'Candy']","['Creative', 'Body-buzz', 'Relaxed', 'Cerebral', 'Balanced']"
TNT Kush,Pakistani genetics,Indica (90-100%),18-22%,Low,"['Cypress', 'Cherry', 'Chocolate', 'Almond']","['Strong', 'Narcotic', 'Giggly', 'Relaxed', 'Happy']"
TNT Kush CBD,TNT Kush x CBD strain,Indica-dominant,10%,10%,"['Citrus', 'Woody', 'Spicy', 'Fruity']","['Calming', 'Long-lasting', 'Relaxed', 'Happy']"
Top 44,Viking x Skunk 1,Indica-dominant,Medium,Unknown,"['Caramel', 'Lemon', 'Sweet']","['Relaxed', 'Couch-lock', 'Strong', 'Happy']"
Top Dawg,Mexican Sativa x Afghan Kush,Sativa-dominant (60%),Medium,Unknown,"['Sweet', 'Pineapple', 'Musky', 'Pungent']","['Happy', 'Relaxed', 'Tingly']"
Tora Bora,X18 Pure Pakistani x LA Confidential,Indica (90-100%),Medium,Unknown,"['Sweet', 'Spicy', 'Earthy']","['Happy', 'Calming', 'Strong', 'Relaxed']"
Torpedo,Bubble Gum,Indica/sativa (50/50),High,Unknown,"['Flowery', 'Sweet', 'Fruity']","['Cerebral', 'Relaxed', 'Happy', 'Calming']"
Toxic,Criminal+ x Ripper Haze,Sativa-dominant (60%),Medium,Unknown,"['Earthy', 'Skunk', 'Berry', 'Tropical']","['Strong', 'Cerebral', 'Uplifting', 'Energetic']"
Toxic Blue 33,Killian x Blue Kronic,Indica-dominant,Medium,Unknown,"['Sweet', 'Flowery', 'Berry']","['Body-buzz', 'Happy', 'Dreamy', 'Relaxed']"
Transkei,African Landrace,Sativa (90-100%),Medium,Unknown,"['Grape', 'Citrus', 'Fruity']","['Motivated', 'Energetic', 'Happy', 'Uplifting', 'Focused']"
Triangle Kush Cookies,Triangle Kush x Girl Scout Cookies,Indica-dominant,High,Unknown,"['Sweet', 'Pungent', 'Herbal']","['Happy', 'Calming', 'Strong', 'Relaxed']"
Triple Cheese,Blue Cheese x Cheese,Indica-dominant (80%),High,High,"['Pungent', 'Sour', 'Cheese', 'Sweet']","['Happy', 'Body-buzz', 'Relaxed', 'Calming']"
Tropicanna,Big Bud x White Widow,Sativa-dominant,26%,Low,"['Orange', 'Herbal', 'Lime', 'Berry', 'Lemon']","['Happy', 'Uplifting', 'Creative', 'Motivated']"
Tropicanna Banana,Banana Kush x Tropicanna,Sativa-dominant (60%),High,Low,"['Pungent', 'Earthy', 'Tropical', 'Fruity', 'Banana']","['Uplifting', 'Euphoric']"
Tropimango,Somango,Indica-dominant (70%),18%,Unknown,"['Tropical', 'Sweet', 'Fruity']","['Relaxed', 'Happy', 'Calming']"
True Blueberry,Blueberry,Indica-dominant,High,Unknown,"['Fruity', 'Berry']","['Creative', 'Happy', 'Relaxed', 'Euphoric']"
Trueberry,Strawberry Banana x Blackberry,Indica-dominant,Medium,Unknown,"['Berry', 'Pine', 'Earthy']","['Body-buzz', 'Cerebral', 'Relaxed']"
Tundra 2,Tundra,Indica-dominant autoflowering,Medium,Unknown,"['Citrus', 'Lemon']","['Happy', 'Calming', 'Body-buzz']"
Txees Bilbo,Afghani x Cheese,Indica-dominant,Medium,Unknown,"['Cheese', 'Pungent']","['Relaxed', 'Smooth', 'Calming']"
Txomango,Korean Big Skunk x Jack Herer x Super Skunk,Indica-dominant,Medium,Unknown,"['Tropical', 'Sweet']","['Body-buzz', 'Calming', 'Relaxed']"
U2,Haze x Early Girl x Early Pearl x Mexican x Super Skunk,Sativa-dominant,Medium,Unknown,Fruity,"['Uplifting', 'Euphoric', 'Cerebral']"
Ultra Skunk,Skunk,Sativa-dominant (60%),11%,Unknown,"['Skunk', 'Pungent']","['Happy', 'Relaxed', 'Sociable']"
Ultra Sour Kush,East Coast Sour Diesel x MK-Ultra,Sativa-dominant (70%),Medium,Unknown,"['Sour', 'Earthy', 'Diesel']","['Sociable', 'Giggly', 'Creative']"
Ultra White Amnesia,Amnesia Haze x White Widow,Sativa-dominant (75%),22%,Unknown,"['Citrus', 'Fruity', 'Grape']","['Sociable', 'Cerebral', 'Euphoric', 'Uplifting', 'Energetic']"
UnderDawg Kush,Chem Dawg,Sativa-dominant (60%),Medium,Unknown,"['Sweet', 'Pine', 'Sour']","['Relaxed', 'Uplifting', 'Creative']"
Utopia Haze,Brazilian landrace,Sativa (90-100%),22%,0.80%,"['Fresh', 'Mint', 'Citrus']","['Uplifting', 'Energetic', 'Happy', 'Cerebral']"
Vanilla ICE,Afghani x Skunk x Shiva x Northern Lights,Indica-dominant,17%,Unknown,"['Sweet', 'Spicy', 'Skunk']","['Relaxed', 'Lazy', 'Happy']"
Vanilla Kush,Afghan Kush x Kashmir,Indica-dominant (80%),High,Unknown,"['Sweet', 'Tropical', 'Fresh']","['Long-lasting', 'Calming', 'Relaxed', 'Dreamy', 'Body-buzz']"
Vanilluna,Blueberry Sativa x Blueberry,Indica/sativa,Medium,Unknown,"['Sweet', 'Vanilla', 'Melon', 'Musky', 'Honey']","['Relaxed', 'Sociable', 'Dreamy', 'Happy', 'Long-lasting']"
Veneno,Monster x  Papas Candy,Indica-dominant (85%),18-20%,Low,"['Spicy', 'Woody', 'Strawberry']","['Strong', 'Sleepy', 'Narcotic', 'Relaxed']"
Venom,Poison OG x Rare Dankness 1,Indica/sativa,18–23%,Low,"['Pine', 'Citrus', 'Pungent', 'Earthy']","['Creative', 'Strong', 'Euphoric', 'Happy']"
Viagrra,Secret strainxCinderella 88 x Mexican Sativa,Indica/sativa (50/50),High,High,"['Citrus', 'Sweet', 'Caramel']","['Attentive', 'Uplifting', 'Energetic', 'Motivated', 'Cerebral']"
Violator Kush,Malana Charas x Hindu Kush,Indica-dominant (80%),22%,1.50%,"['Musky', 'Earthy', 'Pungent', 'Hashish', 'Spicy']","['Sleepy', 'Body-buzz', 'Talkative', 'Relaxed']"
Violeta,Purple Malawi x Pakistan Chitral Kush,Indica-dominant (60%),12-17%,0.05%,"['Spicy', 'Fruity', 'Fresh']","['Happy', 'Calming', 'Sociable', 'Relaxed']"
Vortex,P75 x Genius x Cinderella 99 x Romulan,Sativa-dominant (80%),18%,Low,"['Fruity', 'Lemon']","['Euphoric', 'Uplifting', 'Energetic', 'Focused']"
Wacky Widow,White Widow,Indica-dominant (60%),16-19%,Unknown,"['Pine', 'Fruity', 'Sweet', 'Spicy']","['Body-buzz', 'Cerebral', 'Balanced', 'Relaxed']"
Walkabout,Thai x North Indian x Haze x Mexican x Early Skunk,Sativa-dominant,Medium,Unknown,"['Citrus', 'Tropical', 'Skunk', 'Sweet']","['Uplifting', 'Relaxed', 'Motivated', 'Calming']"
Washing Machine,Exodus Cheese x Bubba Kush,Indica-dominant (80%),High,Unknown,"['Earthy', 'Licorice', 'Sweet']","['Strong', 'Body-buzz', 'Relaxed']"
Wedding Cake,Cherry Pie x Girl Scout Cookies,Indica/sativa,High,Low,"['Citrus', 'Spicy', 'Candy', 'Sweet']","['Happy', 'Balanced', 'Relaxed', 'Euphoric']"
Wedding Cake Automatic,Triangle Kush x Animal Mints x Ruderalis,Indica autoflowering,High,Low,"['Woody', 'Sweet', 'Citrus', 'Vanilla', 'Fruity']","['Cerebral', 'Relaxed']"
Wedding Gelato,Gelato 33 x Wedding Cake,Indica-dominant (60%),20-25%,Low,"['Sweet', 'Mint', 'Vanilla', 'Pepper', 'Earthy']","['Relaxed', 'Euphoric', 'Uplifting', 'Long-lasting', 'Body-buzz']"
Wembley,Bubble Gum x AK-47,Indica-dominant (80%),Medium,Unknown,"['Sweet', 'Fruity', 'Tropical']","['Sociable', 'Body-buzz', 'Happy', 'Strong', 'Relaxed']"
Western Winds,Kali Mist,Sativa-dominant,Medium,Unknown,"['Flowery', 'Sweet', 'Fresh']","['Cerebral', 'Energetic', 'Uplifting', 'Long-lasting', 'Talkative']"
Where's My Bike,Biker Kush x Amnesia,Sativa-dominant,High,Unknown,"['Earthy', 'Fresh', 'Pine']","['Cerebral', 'Uplifting', 'Long-lasting', 'Euphoric']"
Whitaker Blues,Quimby x Blueberry,Indica-dominant (80%),Medium,Unknown,"['Grape', 'Vanilla', 'Pungent']","['Long-lasting', 'Body-buzz', 'Sedative', 'Relaxed']"
White Alien,Martian Mean Green x White Widow,Sativa-dominant (60%),High,Unknown,"['Earthy', 'Woody']","['Long-lasting', 'Relaxed', 'Body-buzz', 'Strong']"
White Berry,Blueberry x White Widow,Indica-dominant (75%),Medium,Unknown,"['Pine', 'Sweet', 'Berry']","['Euphoric', 'Dreamy', 'Relaxed', 'Energetic', 'Body-buzz']"
White Choco,White Russian x Chocolope,Indica/sativa (50/50),19%,0.50%,"['Chocolate', 'Spicy', 'Sweet']","['Euphoric', 'Cerebral', 'Relaxed', 'Creative']"
White Choco Haze,White Choco x Mexican Haze,Sativa-dominant (80%),20%,0.30%,"['Chocolate', 'Fruity', 'Melon']","['Euphoric', 'Creative', 'Uplifting', 'Energetic']"
White Diesel,NYC Diesel,Indica-dominant (60%),High,Unknown,"['Diesel', 'Spicy', 'Lemon', 'Sweet', 'Grape', 'Fruity']","['Relaxed', 'Happy', 'Cerebral', 'Creative', 'Strong']"
White Domina,Black Domina,Indica (90-100%),High,Unknown,"['Fruity', 'Pine']","['Strong', 'Relaxed', 'Narcotic']"
White Gold,Himalaya Gold x White Widow,Indica-dominant (60%),Medium,Unknown,"['Sweet', 'Fruity', 'Spicy']","['Happy', 'Creative', 'Body-buzz', 'Relaxed']"
White ICE,Afghani Hash Plant x Dutch Skunk x Northern Lights,Indica-dominant (80%),Medium,Unknown,"['Sweet', 'Pungent']","['Calming', 'Relaxed', 'Body-buzz']"
White Kush,White Shark x OG Kush,Indica (90-100%),17%,Unknown,"['Sweet', 'Pungent', 'Diesel', 'Spicy']","['Happy', 'Body-buzz', 'Relaxed', 'Sociable']"
White Lemon,El Niño x Super Lemon Haze,Indica/sativa (50/50),Medium,Unknown,"['Skunk', 'Citrus', 'Spicy', 'Nutty']","['Calming', 'Relaxed']"
White OG,Triple Kush x The White,Indica-dominant,High,Unknown,"['Lemon', 'Hashish', 'Earthy', 'Kushy']","['Relaxed', 'Body-buzz', 'Happy', 'Long-lasting']"
White Panther,White Dwarf,Indica/sativa,Medium,Unknown,"['Musky', 'Fresh', 'Sweet', 'Citrus']","['Happy', 'Strong', 'Couch-lock', 'Tingly', 'Trippy']"
White Rhino,Afghani x Brazilian x South Indian,Indica-dominant (80%),20%,0.11%,"['Sweet', 'Fruity']","['Relaxed', 'Sleepy', 'Calming']"
White Runtz,Gelato x Zkittlez,Indica-dominant (70%),29%,Low,"['Pineapple', 'Sweet', 'Berry']","['Munchies', 'Relaxed', 'Clear-headed']"
White Russian,White Widow x AK-47,Indica-dominant,High,Unknown,"['Citrus', 'Skunk', 'Spicy']","['Strong', 'Couch-lock', 'Relaxed']"
White Siberian,AK-47 x White Widow,Indica-dominant (75%),22%,Low,"['Sweet', 'Earthy', 'Fruity']","['Relaxed', 'Strong', 'Cerebral']"
White Skunk,Skunk x White Widow,Indica-dominant (65%),Medium,Unknown,"['Pungent', 'Orange', 'Skunk']","['Body-buzz', 'Calming', 'Balanced', 'Relaxed']"
White Spanish,White Russian x White Widow,Sativa-dominant,High,Unknown,"['Sweet', 'Fruity', 'Citrus']","['Uplifting', 'Motivated', 'Creative']"
White Strawberry Skunk,Erdbeer,Indica/sativa (50/50),Medium,Unknown,"['Lemon', 'Berry', 'Strawberry', 'Pungent', 'Fruity', 'Skunk']","['Sociable', 'Uplifting', 'Relaxed']"
White Truffle,GG4 x Peanut Butter Breath,Indica-dominant,25–30%,Low,"['Nutty', 'Skunk', 'Earthy']","['Happy', 'Euphoric', 'Relaxed', 'Focused', 'Creative']"
White Walker Kush,Skywalker x White Widow,Sativa-dominant (60%),Medium,Low,"['Sweet', 'Earthy', 'Citrus']","['Talkative', 'Uplifting', 'Happy', 'Sociable', 'Euphoric']"
White Widow Haze,Super Silver Haze x White Widow x Northern Lights,Sativa-dominant,20%,Unknown,"['Fruity', 'Sweet']","['Strong', 'Cerebral', 'Uplifting', 'Euphoric']"
White Widow x Big Bud,White Widow x Big Bud,Indica/sativa (50/50),Medium,Unknown,Skunk,"['Relaxed', 'Strong', 'Cerebral']"
White Widow x Critical,Critical Mass x White Widow,Indica-dominant (80%),20%,Unknown,"['Fruity', 'Pungent', 'Flowery', 'Sweet']","['Happy', 'Body-buzz', 'Relaxed', 'Euphoric']"
White Widow XL,White Widow,Indica-dominant,19%,Unknown,"['Spicy', 'Sweet', 'Fruity']","['Uplifting', 'Relaxed', 'Calming', 'Cerebral', 'Creative']"
White Willow,Afghani Hawaiian Haze x White Widow,Indica-dominant (65%),High,Unknown,"['Herbal', 'Spicy', 'Hashish', 'Sweet']","['Relaxed', 'Body-buzz', 'Sociable', 'Happy']"
Widow Bomb,Bomb 1 x White Widow,Indica-dominant (60%),20-25%,Unknown,"['Earthy', 'Spicy', 'Pine', 'Woody']","['Strong', 'Long-lasting', 'Relaxed', 'Body-buzz']"
Widow Remedy,Tijuana x Kerala x Afghani,Sativa-dominant (60%),Medium,Medium,"['Flowery', 'Fruity', 'Sweet', 'Pine']","['Relaxed', 'Cerebral', 'Calming', 'Mellow']"
Wild Rose,HOG x Rosetta Stone,Sativa-dominant (65%),15-20%,1.60%,"['Citrus', 'Candy', 'Fresh']","['Motivated', 'Euphoric', 'Clear-headed', 'Energetic']"
Wombat,Original Haze x Critical Mass,Sativa-dominant (70%),18-20%,0.60%,"['Sweet', 'Fruity', 'Fresh']","['Psychedelic', 'Cerebral', 'Euphoric']"
Wonder Kush,Jedi Kush x Williams Wonder,Indica-dominant,20%,0.80%,"['Herbal', 'Spicy', 'Pine']","['Munchies', 'Calming', 'Sleepy', 'Relaxed']"
Wonder Woman,Super Skunk x White Widow,Indica-dominant,Medium,Unknown,"['Sweet', 'Skunk', 'Pungent']","['Clear-headed', 'Calming', 'Relaxed']"
Wreckage,S.A.G.E. x Train Wreck,Indica/sativa,Medium,Unknown,"['Woody', 'Mint']","['Happy', 'Cerebral', 'Uplifting']"
Yellowstone,The Dark Side x Cheese,Sativa-dominant (60%),Medium,Unknown,"['Sweet', 'Pungent', 'Cheese', 'Lemon']","['Calming', 'Balanced', 'Relaxed', 'Uplifting']"
Zamal Reunion,African Landrace,Sativa (90-100%),High,Unknown,"['Woody', 'Spicy']","['Uplifting', 'Energetic']"
Zamaldelica,Zamal Reunion x Golden Tiger,Sativa (90-100%),17-27%,0.40%,"['Sweet', 'Flowery']","['Trippy', 'Cerebral', 'Uplifting']"
Zammi Special,Hindu Kush,Indica-dominant (75%),Medium,Low,"['Earthy', 'Spicy', 'Citrus']","['Focused', 'Relaxed']"
Zen,Afghani x Lavender x Mexican Sativa,Sativa-dominant,Medium,Medium,"['Lavender', 'Earthy', 'Mint', 'Grapefruit', 'Citrus', 'Tangerine']","['Munchies', 'Balanced', 'Relaxed', 'Calming']"
Zim-Licious,Zimbabwe,Sativa (90-100%),Unknown,Unknown,"['Earthy', 'Musky']","['Euphoric', 'Happy', 'Relaxed', 'Giggly']"
Zombie Kush,Amnesia x Bubba Kush x Lavender Kush,Indica-dominant (80%),High,Unknown,"['Spicy', 'Earthy']","['Trippy', 'Strong']"
Zuri Widow,White Widow,Indica-dominant,15%,0.30%,"['Sweet', 'Flowery', 'Earthy']","['Strong', 'Energetic']"
2 Pounder,New Zealand,Sativa-dominant (70%),High,High,"['Tropical', 'Fruity']","['Focused', 'Energetic', 'Creative', 'Cerebral', 'Relaxed']"
2046,Nevilles Haze x Kali Mist,Sativa (90-100%),High,Low,"['Sweet', 'Pine', 'Citrus', 'Fresh']","['Trippy', 'Focused', 'Uplifting', 'Energetic', 'Creative', 'Motivated']"
24k Gold,Kosher Kush x Tangie,Indica-dominant (60%),18-24%,Unknown,"['Citrus', 'Fresh']","['Strong', 'Euphoric', 'Uplifting', 'Relaxed']"
24K Tangie,Kosher Kush x Tangie,Indica-dominant (60%),24%,Low,"['Earthy', 'Fresh', 'Citrus']","['Motivated', 'Relaxed', 'Strong']"
501st OG,Rare Dankness 1 x Skywalker OG,Indica-dominant,High,Unknown,"['Sweet', 'Grape', 'Pine']","['Relaxed', 'Sleepy', 'Calming']"
5th Element,All Spark OG x Blackberry,Indica-dominant,Medium,Unknown,"['Berry', 'Lemon', 'Fruity']","['Body-buzz', 'Happy', 'Smooth', 'Relaxed']"
