UrlName,Name,Genetics,Parents,THC,CBD,Smell & flavour,Effect
mako-haze,Mako Haze,Sativa-dominant (70%),Unknown,20%,Unknown,"['Spicy', 'Earthy', 'Fresh']","['Euphoric', 'Cerebral', 'Uplifting']"
malakoff,Malakoff,Sativa-dominant (80%),"['Strawberry Haze', 'White Widow']",20%,Low,"['Strawberry', 'Creamy', 'Sour', 'Fresh']","['Energetic', 'Uplifting', 'Euphoric', 'Cerebral']"
malawi-gold,Malawi Gold,Sativa,Malawi,Medium,Unknown,"['Spicy', 'Earthy', 'Fresh']","['Cerebral', 'Energetic', 'Uplifting', 'Euphoric']"
malibú,Malibú,Sativa-dominant (80%),"['The Dark Side', 'Amnesia']",High,Unknown,"['Earthy', 'Woody', 'Spicy', 'Fresh']","['Creative', 'Talkative', 'Energetic', 'Euphoric', 'Cerebral']"
mandalay,Mandalay,Sativa-dominant (80%),"['Burma', 'Chronic']",20%,Unknown,"['Sweet', 'Vanilla', 'Candy', 'Licorice']","['Attentive', 'Happy', 'Relaxed', 'Euphoric']"
mandarine-dream-xl-auto,Mandarine Dream XL Auto,Indica-dominant (65%),,High,Low,"['Spicy', 'Citrus', 'Woody', 'Earthy']","['Relaxed', 'Uplifting', 'Energetic']"
mango-sapphire,Mango Sapphire,Indica-dominant (85%),"[""Bubba's Gift"", 'OG Afghan']",21-23%,0.1%,"['Fruity', 'Sweet']","['Relaxed', 'Calming', 'Sleepy', 'Narcotic']"
mango-skunk,Mango Skunk,Indica-dominant,"['Skunk Special', 'Jock Horror']",Medium,Low,"['Cinnamon', 'Tropical', 'Earthy', 'Mango']","['Happy', 'Uplifting', 'Euphoric']"
mango-x-widow,Mango x Widow,Sativa-dominant,"['Mango Haze', 'Black Widow']",Medium,Unknown,"['Sweet', 'Fruity', 'Fresh', 'Mango']","['Creative', 'Balanced', 'Energetic', 'Cerebral']"
maple-leaf-indica,Maple Leaf Indica,Indica (90-100%),Afghani Mazar-i-Sharif,Medium,Unknown,"['Herbal', 'Hashish', 'Citrus', 'Orange']","['Giggly', 'Relaxed', 'Happy', 'Couch-lock']"
marionberry-kush,Marionberry Kush,Indica-dominant (60%),"['Raspberry Kush', 'Space Queen']",23%,Unknown,"['Pineapple', 'Raspberry', 'Passionfruit', 'Mango', 'Blueberry']","['Happy', 'Balanced', 'Cerebral', 'Psychedelic']"
marmalate-early-version,Marmalate Early Version,Indica-dominant (70%),"['Critical Mass', 'Lavender']",21%,Unknown,"['Sweet', 'Vanilla', 'Candy', 'Woody']","['Cerebral', 'Balanced', 'Relaxed', 'Body-buzz']"
martian-kush,Martian Kush,Indica-dominant (60%),"['The OG 18', 'Martian Mean Green']",Medium,Unknown,"['Citrus', 'Spicy', 'Earthy']","['Strong', 'Calming', 'Relaxed']"
martian-mean-green,Martian Mean Green,Sativa-dominant (60%),"['Sharksbreath', 'G13 Haze']",High,Unknown,"['Citrus', 'Lemon', 'Skunk']","['Cerebral', 'Uplifting', 'Energetic']"
masskush,MassKush,Indica (90-100%),"['Confidencial OG', 'Critical Mass']",High,Unknown,"['Sweet', 'Pungent', 'Earthy']","['Body-buzz', 'Meditative', 'Narcotic', 'Long-lasting', 'Relaxed']"
master-hemp,Master Hemp,Sativa-dominant (70%),"['Candida (CD-1)', 'Unknown']",0.3-0.5%,12-16%,"['Sweet', 'Lemon', 'Tropical']","['Clear-headed', 'Mellow', 'Calming']"
mataró-blue,Mataró Blue,Indica-dominant,"['Blue Monster', 'Afghani Mazar-i-Sharif', 'Black Domina']",High,Unknown,"['Fruity', 'Sweet']","['Motivated', 'Creative', 'Relaxed', 'Euphoric', 'Cerebral']"
mataró-blue-cbd,Mataró Blue CBD,Indica-dominant,"['Mataró Blue', 'CBD strain']",10%,7%,"['Sweet', 'Fruity']","['Cerebral', 'Relaxed', 'Euphoric', 'Calming']"
maui-wowie,Maui Wowie,Sativa-dominant,Hawaiian,20%,Unknown,"['Fresh', 'Sweet', 'Earthy']","['Relaxed', 'Creative', 'Uplifting', 'Munchies', 'Cerebral']"
maxi-gom,Maxi GoM,Indica/sativa autoflowering,"['Auto Mass', 'Auto AK']",5-10%,0.1%,"['Fruity', 'Pineapple', 'Tropical']","['Motivated', 'Relaxed']"
maxi-haze,Maxi Haze,Sativa-dominant autoflowering,"['Haze Gom', 'Auto AK']",15-20%,Unknown,"['Herbal', 'Earthy', 'Sweet']","['Happy', 'Relaxed', 'Sociable']"
mayday-express,Mayday Express,Indica/sativa autoflowering,"['Misty', 'Lowryder 2']",12-15%,0.2%,"['Cinnamon', 'Fruity', 'Citrus']","['Euphoric', 'Relaxed', 'Smooth']"
medi-bomb-1,Medi Bomb 1,Indica-dominant,"['CBD strain', 'Bomb 1']",15-20%,High,"['Sweet', 'Sour']","['Strong', 'Relaxed', 'Sleepy', 'Calming']"
medi-bomb-2,Medi Bomb 2,Sativa-dominant,"['Bomb 2', 'Super Silver Haze']",15-20%,Low,"['Earthy', 'Spicy']","['Cerebral', 'Energetic', 'Uplifting', 'Euphoric']"
medical-49,Medical 49,Indica-dominant (70%),"['AK-49', 'CBD strain', 'Russian Snow', 'Skunk 1']",8%,8%,"['Sweet', 'Fruity']","['Body-buzz', 'Relaxed', 'Smooth']"
medical-kush,Medical Kush,Indica-dominant (70%),"['Chitral', 'Skunk 1']",Medium,Medium,"['Sweet', 'Lemon', 'Herbal', 'Kushy']","['Body-buzz', 'Clear-headed', 'Cerebral', 'Balanced']"
medical-mass,Medical Mass,Indica-dominant (60%),"['Unknown', 'Critical Mass']",10%,High,"['Sweet', 'Lemon', 'Spicy', 'Honey']","['Cerebral', 'Relaxed', 'Body-buzz']"
medicine-man,Medicine Man,Indica-dominant,"['Black Widow', 'Afghani']",Medium,High,"['Earthy', 'Spicy', 'Pine']","['Body-buzz', 'Narcotic', 'Relaxed']"
medijuana-cbd,Medijuana CBD,Indica-dominant (80%),"['CBD strain', 'Shark Shock']",Low,High,"['Citrus', 'Spicy', 'Skunk', 'Sandalwood']","['Calming', 'Sociable', 'Relaxed', 'Happy']"
medikit,Medikit,Indica-dominant,"['CBD strain', 'Harlequin']",1%,20%,"['Mango', 'Orange', 'Lemon', 'Sweet']","['Clear-headed', 'Relaxed']"
medikit-auto,Medikit Auto,Indica-dominant autoflowering,"['ruderalis', 'Medikit']",Low,20%,"['Sweet', 'Citrus', 'Woody', 'Earthy']","['Relaxed', 'Uplifting', 'Clear-headed']"
mega-power-plant,Mega Power Plant,Indica (90-100%),"['Power Plant', 'OG Kush', 'Northern Lights']",Medium,Unknown,"['Herbal', 'Earthy', 'Spicy']","['Relaxed', 'Strong', 'Couch-lock', 'Happy', 'Body-buzz']"
melon-gum,Melon Gum,Indica/sativa (50/50),"['Lavender', 'Bubble Gum']",Medium,Unknown,"['Lemon', 'Flowery', 'Sweet', 'Fruity']","['Sleepy', 'Happy', 'Uplifting', 'Relaxed', 'Calming']"
mendocino-skunk,Mendocino Skunk,Indica-dominant (60%),"['Mendocino', 'Skunk']",16-20%,0.1%,"['Sweet', 'Strawberry', 'Skunk', 'Fruity']","['Uplifting', 'Balanced', 'Relaxed', 'Cerebral']"
mendocino-x-purple-kush,Mendocino x Purple Kush,Indica-dominant (60%),"['Mendocino', 'Purple Kush']",High,Low,"['Sweet', 'Earthy']","['Cerebral', 'Relaxed', 'Strong', 'Happy']"
mexican-airlines,Mexican Airlines,Sativa-dominant (70%) autoflowering,"['Mexican', 'ruderalis', 'Colombian']",19%,Low,"['Spicy', 'Citrus', 'Fresh']","['Cerebral', 'Creative', 'Uplifting', 'Euphoric']"
mexican-haze,Mexican Haze,Sativa-dominant (70%),"['Mexican', 'Unknown strain']",High,Unknown,"['Spicy', 'Citrus', 'Earthy']","['Creative', 'Uplifting', 'Cerebral']"
mexican-sativa,Mexican Sativa,Sativa-dominant (70%),"['Pakistani Hash Plant', 'Durban', 'Mexican']",Medium,Unknown,"['Sandalwood', 'Anise', 'Spicy', 'Herbal', 'Sweet']","['Happy', 'Clear-headed', 'Uplifting', 'Euphoric']"
michka,Michka,Sativa-dominant (80%),Eagle Bill,Medium,Unknown,"['Fruity', 'Citrus']","['Uplifting', 'Creative', 'Cerebral']"
mickey-kush,Mickey Kush,Sativa-dominant (75%),"['Sweet Irish Kush', 'Jack The Ripper']",High,Unknown,"['Sour', 'Lemon', 'Earthy']","['Cerebral', 'Uplifting', 'Energetic']"
micron-auto-tao,Micron Auto Tao,Indica-dominant autoflowering,Lowryder 2,Low,Unknown,"['Sweet', 'Spicy', 'Herbal']","['Relaxed', 'Body-buzz', 'Happy']"
midnight-mass,Midnight Mass,Indica/sativa,Kashmir,15–25%,1%,"['Sour', 'Citrus', 'Fruity', 'Berry']","['Energetic', 'Body-buzz', 'Uplifting', 'Creative']"
milky-way,Milky Way,Indica-dominant,Unknown,High,Unknown,"['Flowery', 'Sweet', 'Spicy']","['Long-lasting', 'Relaxed', 'Body-buzz', 'Calming']"
mimosa,Mimosa,Sativa-dominant (70%),Purple Punch,High,Low,"['Orange', 'Berry', 'Sweet', 'Fruity']","['Cerebral', 'Happy', 'Energetic', 'Relaxed', 'Focused']"
mimosa-evo,Mimosa Evo,Indica-dominant (60%),"['Orange Punch', 'Mimosa']",25%,Low,"['Lemon', 'Berry', 'Orange', 'Citrus']","['Uplifting', 'Happy']"
mimosa-x-orange-punch,Mimosa x Orange Punch,Indica-dominant (65%),"['Mimosa Evo', 'Orange Punch']",30%,Low,"['Sweet', 'Citrus', 'Orange', 'Candy']","['Uplifting', 'Euphoric', 'Happy']"
missile-33-superauto,Missile 33 SuperAuto,Sativa-dominant autoflowering,"['KC33', 'ruderalis']",Medium,Unknown,"['Fresh', 'Pine', 'Berry']","['Happy', 'Cerebral', 'Relaxed', 'Sociable']"
mk-ultra,MK-Ultra,Indica-dominant,"['G13', 'OG Kush']",High,Unknown,"['Pine', 'Earthy', 'Fresh']","['Calming', 'Long-lasting', 'Relaxed', 'Body-buzz']"
mkage,Mkage,Indica/sativa,"['S.A.G.E.', 'MK-Ultra']",Medium,Medium,"['Herbal', 'Woody', 'Spicy']","['Happy', 'Calming', 'Relaxed']"
mob-boss,Mob Boss,Sativa-dominant (60%),Chemdawg D,High,Low,"['Sweet', 'Berry']","['Motivated', 'Clear-headed', 'Relaxed', 'Energetic']"
moby-dick,Moby Dick,Sativa-dominant (60%),"['White Widow', 'Haze']",21%,Unknown,"['Flowery', 'Lemon', 'Spicy']","['Psychedelic', 'Energetic', 'Uplifting', 'Long-lasting']"
moby-dick-2,Moby Dick 2,Sativa-dominant (55%),"['JYD Haze', 'Northern Lights']",16-20%,Low,"['Woody', 'Lemon', 'Spicy']","['Long-lasting', 'Relaxed', 'Cerebral']"
moby-dick-cbd,Moby Dick CBD,Sativa-dominant (60%),"['Moby Dick', 'CBD strain']",Medium,High,"['Lemon', 'Spicy', 'Woody']","['Happy', 'Cerebral', 'Relaxed', 'Euphoric']"
moby-xl,Moby XL,Sativa-dominant (65%),"['White Widow', 'Haze']",19%,Medium,"['Musky', 'Sweet', 'Woody']","['Strong', 'Cerebral', 'Uplifting', 'Energetic']"
mohan-ram,Mohan Ram,Indica-dominant (85%),"['S.A.D. Sweet Afgani Delicious S1', 'White Widow']",Medium,Unknown,"['Fruity', 'Musky', 'Flowery', 'Sweet']","['Relaxed', 'Calming', 'Sleepy', 'Euphoric']"
money-maker,Money Maker,Indica-dominant (70%),"['Master Kush', 'Skunk', 'Hindu Kush']",Medium,Unknown,"['Earthy', 'Nutty', 'Berry', 'Spicy']","['Relaxed', 'Calming', 'Sleepy', 'Narcotic']"
monster-bud-kush,Monster Bud Kush,Indica-dominant (80%),,Medium,Low,"['Earthy', 'Pungent']",Relaxed
monster-zkittlez,Monster Zkittlez,Indica-dominant (80%),"['Grape Ape', 'Grapefruit']",22-23%,Low,"['Sweet', 'Grape', 'Berry', 'Fruity']","['Happy', 'Cerebral', 'Euphoric', 'Uplifting', 'Body-buzz']"
moon-walker-kush,Moon Walker Kush,Indica-dominant (80%),"['Skywalker OG', 'Blue Medi Kush']",High,Unknown,"['Citrus', 'Lemon', 'Diesel']","['Narcotic', 'Strong', 'Relaxed']"
morning-glory,Morning Glory,Sativa-dominant (60%),"['Hawaiian', 'Afghani', 'Skunk 1']",High,Low,"['Pineapple', 'Fruity', 'Flowery', 'Skunk']","['Uplifting', 'Body-buzz', 'Cerebral', 'Balanced']"
morpheus,Morpheus,Indica/sativa,,10%,10%,"['Sweet', 'Citrus', 'Earthy']","['Focused', 'Relaxed', 'Attentive']"
moscow-blueberry,Moscow Blueberry,Indica/sativa (50/50),"['Secret strain', 'Blueberry', 'AK-47']",18%,5%,"['Berry', 'Sweet', 'Woody']","['Calming', 'Motivated', 'Cerebral', 'Relaxed', 'Happy', 'Sociable']"
motavation,Motavation,Indica-dominant,"['Warlock', 'Sensi Star']",High,Unknown,"['Pine', 'Fresh', 'Earthy', 'Woody']","['Couch-lock', 'Strong', 'Long-lasting', 'Creative', 'Body-buzz']"
mother-gorilla,Mother Gorilla,Sativa-dominant (70%),"['Reina Madre', 'Jack The Ripper']",18+%,Low,"['Fruity', 'Sweet', 'Tropical']","['Focused', 'Alert', 'Relaxed', 'Cerebral']"
mozambica,Mozambica,Sativa (90-100%),Landrace Mozambique,Medium,Unknown,"['Spicy', 'Tropical', 'Fruity']","['Meditative', 'Euphoric', 'Cerebral', 'Uplifting']"
mystical-blue,Mystical Blue,Indica-dominant (80%),"['Blueberry', 'Northern Lights']",18%,Medium,"['Sweet', 'Earthy', 'Berry']","['Calming', 'Relaxed', 'Happy', 'Couch-lock']"
nagual,Nagual,Indica-dominant,"['Candida (CD-1)', 'Sour Diesel']",8-10%,10%,"['Diesel', 'Fresh', 'Spicy']","['Body-buzz', 'Calming', 'Balanced', 'Relaxed']"
narkosis,Narkosis,Indica-dominant,"['Somango', 'Critical']",Medium,Unknown,"['Earthy', 'Fruity', 'Herbal']","['Euphoric', 'Calming', 'Narcotic', 'Relaxed']"
nebula,Nebula,Sativa-dominant (60%),Unknown,18-22%,0.1%,"['Fruity', 'Sweet']","['Trippy', 'Cerebral', 'Mellow']"
nepal-jam,Nepal Jam,Sativa-dominant (60%),"['Nepal', 'Jamaican']",14-15%,Unknown,"['Woody', 'Fruity']","['Happy', 'Cerebral', 'Uplifting']"
nepal-kush,Nepal Kush,Indica (90-100%),Hash Plant,Medium,Unknown,"['Herbal', 'Hashish', 'Sweet', 'Spicy']","['Body-buzz', 'Calming', 'Relaxed']"
nepali-queen,Nepali Queen,Indica-dominant (80%),"['Nepali OG', 'Space Queen']",Medium,Unknown,"['Pine', 'Lime', 'Cherry', 'Fuel']","['Alert', 'Clear-headed', 'Relaxed', 'Body-buzz']"
nev-os,Nev OS,Sativa-dominant,"[""Neville's Haze"", 'Skunk 1']",High,Unknown,"['Earthy', 'Fresh', 'Skunk', 'Fruity']","['Focused', 'Body-buzz', 'Creative', 'Cerebral', 'Balanced']"
nevada-privada,Nevada Privada,Indica-dominant (60%),"['Sin City Kush', 'Snowdawg']",Medium,Unknown,"['Sweet', 'Skunk']","['Calming', 'Sociable', 'Talkative']"
neville-s-skunk,Neville’s Skunk,Sativa-dominant,"['Haze', 'Afghani', 'Northern Lights 5', 'Skunk']",High,Unknown,"['Sweet', 'Skunk', 'Pungent']","['Energetic', 'Uplifting', 'Euphoric', 'Cerebral']"
new-glue,New Glue,Indica-dominant (80%),"['Sister Glue', 'Original Glue']",27-30%,Unknown,"['Pine', 'Diesel', 'Chocolate']","['Strong', 'Uplifting']"
new-york-city,New York City,Sativa-dominant (70%),"['Jack Herer', 'NYC Diesel']",Medium,Unknown,"['Sweet', 'Lemon', 'Citrus', 'Spicy', 'Diesel']","['Sociable', 'Happy', 'Cerebral', 'Uplifting', 'Motivated', 'Energetic']"
next-of-kin,Next Of Kin,Sativa-dominant,Unknown,21%,Low,"['Pine', 'Citrus', 'Fresh']","['Cerebral', 'Energetic', 'Strong', 'Uplifting']"
nexus,Nexus,Sativa-dominant (70%),"['Blue Sativa', 'Brazilian']",Medium,Unknown,"['Berry', 'Fruity', 'Earthy']","['Motivated', 'Creative', 'Relaxed']"
nhs,NHS,Sativa-dominant,"['Northern Lights 5', 'Haze', 'Skunk']",Medium,Unknown,"['Skunk', 'Pungent', 'Fresh']","['Motivated', 'Cerebral', 'Euphoric', 'Talkative', 'Balanced']"
nicole-kush,Nicole Kush,Indica-dominant (75%),"['Nicole', 'Kosher Kush']",Medium,Unknown,"['Chemical', 'Earthy', 'Spicy', 'Citrus', 'Pine']","['Relaxed', 'Euphoric', 'Calming']"
night-shade,Night Shade,Indica-dominant,"['North Indian', 'Nepal']",22%,1.2%,"['Sweet', 'Pine', 'Earthy', 'Spicy']","['Calming', 'Sleepy', 'Relaxed', 'Happy', 'Strong']"
nightingale,Nightingale,Indica-dominant,"['Candida (CD-1)', 'Oldberry']",1-10%,10-20%,"['Citrus', 'Berry']","['Calming', 'Relaxed', 'Body-buzz']"
nl5-haze-mist,NL5 Haze Mist,Sativa-dominant (70%),"['Original Haze', 'Northern Lights 5', 'Kali Mist']",15%,1.22%,"['Pine', 'Sweet', 'Fresh']","['Euphoric', 'Uplifting', 'Energetic', 'Happy', 'Strong']"
nl5-x-skunk,NL5 x Skunk,Indica-dominant,"['Northern Lights 5', 'Skunk 1']",Medium,Unknown,"['Sweet', 'Skunk', 'Earthy']","['Long-lasting', 'Body-buzz', 'Relaxed']"
no-mercy-special,No Mercy Special,Indica-dominant (60%),"['Victorie', 'Mexican Haze', 'Santa Maria']",Medium,Unknown,"['Earthy', 'Fruity', 'Sweet', 'Flowery']","['Relaxed', 'Cerebral', 'Balanced', 'Calming', 'Body-buzz']"
no-name,No Name,Indica-dominant (80%),"['Cheese', 'Sensi Star']",15-20%,High,"['Spicy', 'Sweet', 'Cheese']","['Narcotic', 'Relaxed']"
north-thunderfuck,North Thunderfuck,Indica/sativa (50/50),Alaskan Thunder Fuck,22%,Low,"['Pine', 'Citrus', 'Earthy']","['Happy', 'Uplifting', 'Euphoric']"
northern-haze-express,Northern Haze Express,Indica/sativa autoflowering,"['Northern Lights 5 x Haze', 'Lowryder 2']",Medium,Unknown,"['Fruity', 'Woody', 'Pine']","['Calming', 'Sociable', 'Relaxed', 'Talkative']"
northern-light-blue,Northern Light Blue,Indica (90-100%),"['Northern Lights', 'Blueberry']",20%,Unknown,"['Fruity', 'Berry', 'Pine', 'Earthy', 'Sour']","['Munchies', 'Cerebral', 'Relaxed', 'Couch-lock']"
northern-lights-5-x-haze,Northern Lights 5 x Haze,Sativa-dominant (70%),"['Haze', 'Northern Lights 5']",High,Unknown,"['Pungent', 'Sweet', 'Pine']","['Uplifting', 'Relaxed', 'Sociable', 'Euphoric']"
northern-lights-9,Northern Lights 9,Indica-dominant,Northern Lights,Medium,Unknown,"['Earthy', 'Sweet', 'Lemon']","['Relaxed', 'Sociable', 'Calming']"
northern-lights-x-big-bud-ryder,Northern Lights x Big Bud Ryder,Indica-dominant autoflowering,"['Northern Lights', 'ruderalis', 'Big Bud']",22%,Unknown,"['Sweet', 'Pineapple', 'Citrus', 'Fruity']","['Happy', 'Body-buzz', 'Relaxed', 'Strong']"
nova-og,Nova OG,Indica-dominant (80%),"['Harlequin', 'Jack The Ripper']",32%,,"['Pepper', 'Sweet', 'Fruity']","['Cerebral', 'Uplifting', 'Energetic', 'Focused']"
nurse-jackie,Nurse Jackie,Sativa-dominant,"['Medicine Woman', 'Jack The Ripper']",21%,Unknown,"['Sweet', 'Lemon', 'Earthy']","['Uplifting', 'Munchies', 'Strong', 'Energetic']"
ny-purple-diesel,NY Purple Diesel,Sativa-dominant,Diesel,17-19%,0.3-0.8%,"['Citrus', 'Fuel', 'Chemical', 'Pungent']","['Sociable', 'Creative', 'Smooth', 'Energetic']"
obg-kush,OBG Kush,Indica-dominant (80%),OG Kush,22%,Low,"['Sweet', 'Earthy', 'Spicy']","['Relaxed', 'Euphoric', 'Uplifting', 'Meditative']"
ocean-grown-cookies,Ocean Grown Cookies,Indica-dominant (70%),"['Girl Scout Cookies', 'OG Kush']",20%,0.1%,"['Kushy', 'Fresh', 'Sweet', 'Fruity', 'Diesel']","['Narcotic', 'Euphoric', 'Relaxed', 'Long-lasting', 'Body-buzz']"
ocean-s-twelve-haze,Ocean's Twelve Haze,Sativa-dominant,Unknown,High,Unknown,"['Earthy', 'Sweet']","['Uplifting', 'Alert', 'Motivated', 'Energetic', 'Focused']"
og-bubble-gum,OG Bubble Gum,Indica-dominant,"['Bubble Gum', 'OG Kush']",19%,Unknown,"['Citrus', 'Sweet', 'Berry']","['Happy', 'Relaxed']"
og-cheese,OG Cheese,Indica (90-100%),"['Cheese', 'Confidencial OG']",Medium,Unknown,"['Fresh', 'Kushy', 'Cheese', 'Pungent']","['Clear-headed', 'Body-buzz', 'Relaxed', 'Calming']"
og-double-bubble,OG Double Bubble,Indica-dominant (80%),"['OG Kush', 'Bubblegum']",18%,Low,"['Fuel', 'Citrus', 'Sour', 'Earthy', 'Sweet']","['Happy', 'Body-buzz', 'Relaxed', 'Calming']"
og-kush-cbd,OG Kush CBD,Sativa-dominant (60%),"['CBD strain', 'OG Kush']",10%,10%,"['Lemon', 'Spicy', 'Fuel', 'Woody']","['Relaxed', 'Cerebral', 'Smooth', 'Euphoric']"
og-kush-x-train-wreck,OG Kush x Train Wreck,Indica-dominant,"['Train Wreck', 'OG Kush']",High,Unknown,"['Earthy', 'Pungent', 'Pine', 'Skunk']","['Uplifting', 'Balanced', 'Relaxed', 'Long-lasting']"
og-la-affie,OG LA Affie,Indica (90-100%),"['Landrace from Afghanistan', 'Unknown indica']",Medium,Unknown,"['Sweet', 'Pungent']","['Lazy', 'Couch-lock', 'Happy', 'Sleepy', 'Relaxed']"
og-lemon-bilbo,OG Lemon Bilbo,Indica-dominant,"['OG Kush Lemon Larry', 'Afghani']",Medium,Unknown,"['Earthy', 'Lemon']","['Narcotic', 'Relaxed', 'Happy', 'Calming']"
og-reek-n,OG Reek'n,Indica-dominant (60%),"[""Wardareek'n"", 'Kuchi']",20-23%,Unknown,"['Citrus', 'Fuel', 'Sweet']","['Relaxed', 'Body-buzz', 'Sleepy', 'Long-lasting']"
ogiesel,OGiesel,Sativa-dominant,"['Giesel', 'SFV OG Kush']",Medium,Unknown,"['Sweet', 'Fresh', 'Pine', 'Lemon']","['Euphoric', 'Happy', 'Relaxed', 'Giggly', 'Uplifting']"
ogre,Ogre,Sativa-dominant autoflowering,"['ruderalis', 'Durban Skunk', 'Hindu Kush', 'Amnesia']",Medium,Unknown,"['Citrus', 'Skunk', 'Earthy', 'Pine']","['Happy', 'Uplifting', 'Energetic']"
old-congo,Old Congo,Sativa (100%),,Medium,Low,"['Woody', 'Fruity']","['Happy', 'Cerebral', 'Energetic']"
olympia,Olympia,Indica/sativa (50/50),"['Tutankhamon', 'LA Confidential']",19%,Unknown,"['Chemical', 'Fruity', 'Fresh']","['Cerebral', 'Happy', 'Relaxed']"
one-to-one,One To One,Indica/sativa,"['CBD strain', 'Amnesia Haze']",Low,High,"['Pepper', 'Citrus', 'Sweet', 'Earthy', 'Woody']","['Focused', 'Creative', 'Relaxed', 'Energetic']"
opium,Opium,Indica/sativa (50/50),Unknown,17-21%,0.1%,"['Grape', 'Sweet', 'Fruity']","['Energetic', 'Cerebral', 'Euphoric']"
orange-blossom,Orange Blossom,Sativa-dominant (70%),"['Californian Orange', 'Skunk']",20%,Low,"['Skunk', 'Tangerine', 'Citrus']","['Euphoric', 'Motivated', 'Creative']"
orange-candy,Orange Candy,Sativa-dominant (65%),"['Tropimango', 'Naran J']",19%,Unknown,"['Sweet', 'Diesel', 'Tropical', 'Fruity']","['Creative', 'Sociable', 'Relaxed', 'Talkative', 'Cerebral']"
orange-cream,Orange Cream,Sativa-dominant,"['Orange Dot', 'Lemon Skunk']",Medium,Unknown,"['Citrus', 'Fruity', 'Skunk', 'Lemon']","['Motivated', 'Cerebral', 'Energetic', 'Uplifting']"
orange-delight,Orange Delight,Indica-dominant (70%),Unknown,Medium,Unknown,"['Citrus', 'Spicy', 'Tropical', 'Skunk', 'Fruity']","['Calming', 'Sleepy', 'Relaxed', 'Happy']"
orange-hill-special,Orange Hill Special,Indica/sativa (50/50),"['Orange Bud', 'Californian Orange']",21%,Unknown,"['Citrus', 'Fruity', 'Flowery']","['Happy', 'Calming', 'Body-buzz', 'Relaxed']"
orange-sherbert,Orange Sherbert,Indica-dominant (80%),"['Orange Cream', 'Purple Urkle', 'Cherry Pie']",Medium,Unknown,"['Fruity', 'Orange', 'Candy', 'Sweet']","['Happy', 'Body-buzz', 'Relaxed', 'Calming']"
original-amnesia,Original Amnesia,Sativa-dominant (70%),Amnesia,18%,Low,"['Earthy', 'Flowery', 'Citrus', 'Sweet']","['Focused', 'Cerebral', 'Motivated', 'Euphoric']"
original-cheese,Original Cheese,Indica/sativa (50/50),Cheese,Medium,Low,"['Cheese', 'Skunk', 'Sweet', 'Pungent']","['Sociable', 'Happy', 'Cerebral', 'Relaxed']"
original-clon,Original Clon,Indica-dominant,"['Afghani', 'Skunk']",18-20%,0.6%,"['Sweet', 'Fruity']","['Talkative', 'Relaxed', 'Happy', 'Calming']"
original-glue,Original Glue,Indica-dominant,"['Chocolate Diesel', 'Chems Sister', 'Sour Dubb']",24-30%,Unknown,"['Pine', 'Sweet', 'Earthy', 'Fuel', 'Citrus']","['Body-buzz', 'Uplifting', 'Narcotic', 'Strong']"
original-skunk,Original Skunk,Indica-dominant,"['Mexican', 'Afghani', 'Colombian']",17%,Unknown,"['Fruity', 'Sweet', 'Pungent', 'Skunk']","['Relaxed', 'Strong', 'Motivated']"
original-sour-diesel,Original Sour Diesel,Sativa-dominant,"['Sour Diesel', 'Sour Kush']",High,Low,Diesel,
original-white-widow,Original White Widow,Indica/sativa (50/50),White Widow,18-22%,0.1%,"['Flowery', 'Sweet', 'Pine']","['Sociable', 'Relaxed', 'Talkative', 'Happy']"
ortega,Ortega,Indica-dominant,"['Northern Lights 1', 'Northern Lights 5']",Medium,Unknown,"['Sweet', 'Pine', 'Earthy', 'Pungent']","['Sociable', 'Psychedelic', 'Relaxed', 'Meditative']"
ortega-indica,Ortega Indica,Indica-dominant,"['Northern Lights 1', 'Unknown indica']",13-17%,Unknown,"['Sweet', 'Pungent', 'Earthy']","['Narcotic', 'Calming', 'Relaxed']"
outlaw,Outlaw,Sativa-dominant (80%),"['Super Haze', 'Amnesia']",15-20%,Unknown,"['Sour', 'Fresh', 'Citrus']","['Strong', 'Uplifting', 'Euphoric']"
oz-kush,OZ Kush,Indica-dominant (70%),"['Silver Haze', 'Kush']",Medium,Unknown,"['Sour', 'Spicy', 'Sweet']","['Sociable', 'Creative', 'Talkative', 'Happy']"
o-haze-red,O’Haze Red,Sativa-dominant,"['Jack The Ripper', 'Dancehall']",High,Unknown,"['Sweet', 'Fruity', 'Pine']","['Focused', 'Creative', 'Uplifting', 'Energetic']"
painkiller,Painkiller,Indica-dominant,"['White Russian', 'Sensi Star']",High,High,"['Sour', 'Citrus', 'Pungent']","['Relaxed', 'Calming', 'Sleepy', 'Happy']"
